CFF_reference,Critical_appraisal_keep,Critical_appraisal,Class,Spname_common,Spname_raw,Species_phylo,Spname_accepted,habitat,forage_light_level,mode_of_life,mode-of_life_ref,body_mass_us,body_mass_ref,Method_raw,Method,CFF_value_type,CFF_raw,CFF_variability,CFF_variability_type,CFF,CFF_max,Comments_from_2022,,,,,,,,,,,,
"Goller, Benjamin; Fellows, Tyee K.; Dakin, Roslyn; Tyrrell, Luke; Fernandez-Juricic, Esteban; Altshuler, Douglas L. 2019 Spatial and Temporal Resolution of the Visual System of the Anna's Hummingbird (Calypte anna) Relative to Other Birds Spatial and Temporal Resolution of the Visual System of the Anna's Hummingbird (Calypte anna) Relative to Other Birds Goller, Benjamin; Fellows, Tyee K.; Dakin, Roslyn; Tyrrell, Luke; Fernandez-Juricic, Esteban; Altshuler, Douglas L.",y,M,Aves,Anna's hummingbird,Calypte anna,Calypte_anna,"Calypte anna R.Lesson, 1829",volant,high,forage,Handbook_birds_of_the_world,4.4,amniote,Behavioural,Behavioural,extrapolation,70-80,Unknown,NA,75,80,estimation of limit of temporal visual resolution,,,,,,,,,,,,
"Gresh, J; Goletz, PW; Crouch, RK; Rohrer, B 2003 Structure-function analysis of rods and cones in juvenile, adult, and aged C57BL/6 and Balb/c mice Structure-function analysis of rods and cones in juvenile, adult, and aged C57BL/6 and Balb/c mice Gresh, J; Goletz, PW; Crouch, RK; Rohrer, B",y,M,Mammalia,House mouse,Mus musculus,Mus_musculus,"Mus musculus Linnaeus, 1758",terrestrial,low,forage,Handbook_birds_of_the_world,20.5,amniote,ERG,Electrophysiology,mean,>30,Unknown,NA,30,30,mean for the mid-wavelentgh cone only (not short wavelentgh); 'above 30 Hz' (max frequency tested) and 20 Hz for albino mice; for one illuminance,,,,,,,,,,,,
"Hamasaki, D. I.; Peregrin, J. 1970 A blue-sensitive system in the lateral eye of the green iguana A blue-sensitive system in the lateral eye of the green iguana Hamasaki, D. I.; Peregrin, J.",y,H,Reptilia,Green iguana,Iguana iguana,Iguana_iguana,"Iguana iguana Linnaeus, 1758",arboreal,high,ballistic,Handbook_of_lizards_of_the_world,1530,amniote,ERG,Electrophysiology,Unknown,~57.3,Unknown,NA,57,57,diagram reading; at maximum light intensity for 648 nm,,,,,,,,,,,,
"Hammer, DX; Schmitz, H; Schmitz, A; Rylander, HG; Welch, AJ 2001 Sensitivity threshold and response characteristics of infrared detection in the beetle Melanophila acuminata (Coleoptera : Buprestidae) Sensitivity threshold and response characteristics of infrared detection in the beetle Melanophila acuminata (Coleoptera : Buprestidae) Hammer, DX; Schmitz, H; Schmitz, A; Rylander, HG; Welch, AJ",y,H,Insecta,NA,Melanophila acuminata,Melanophila_acuminata,"Melanophila acuminata DeGeer, 1774",volant,high,forage,original,0.02116,original,ERG,Electrophysiology,range,300-500,Unknown,NA,400,500,"of the pit organ (IR, not eyes) ; range ""not measured precisely"" ; only one irradiance",,,,,,,,,,,I stopped_here,
"Hanyu, I.; Ali, M. A. 1964 Electroretinogram and its flicker fusion frequency at different tempretures in light adapted salmon (Salmo salar Electroretinogram and its flicker fusion frequency at different tempretures in light adapted salmon (Salmo salar Hanyu, I.; Ali, M. A.",y,L,Actinopterygii,Salmon,Salmo salar,Salmo_salar,"Salmo salar Linnaeus, 1758",pelagic,high,ballistic,mass from commen length of 38 and converted in fishbas,635,mass from commen length of 38 and converted in fishbas,ERG,Electrophysiology,mean,95.8,6.3,SD,95.8,102.3,maximum mean value at 25°C ; 73.5 ± 4.3 at 15°C and 47.7 ± 5.6 Hz at 5°C for higest light intensities tested (390 and 600 ft-c) (definite plateau not attained),,,,,,,,,,,,
"Hasenei, Aaron; Kerstetter, David W.; Horodysky, Andrij Z.; Brill, Richard W. 2020 Physiological limits to inshore invasion of Indo-Pacific lionfish (Pterois spp.): insights from the functional characteristics of their visual system and hypoxia tolerance Physiological limits to inshore invasion of Indo-Pacific lionfish (Pterois spp.): insights from the functional characteristics of their visual system and hypoxia tolerance Hasenei, Aaron; Kerstetter, David W.; Horodysky, Andrij Z.; Brill, Richard W.",y,L,Actinopterygii,Butterfly cods,Pterois spp,Pterois_volitans,"Pterois sp. Oken, 1817",pelagic,high,ballistic,mass as median from measured specimens in CFF test,38,mass as median from measured specimens in CFF test,ERG,Electrophysiology,median,~88.3,Unknown,NA,88,92,"median for max illuminance (35 hz for ambiant light) ; diagram reading: min 58 Hz and max 92 Hz ;""Although lionfish are native to the clear tropical waters of the Indo-Pacific, they are crepuscular foragers in their native range""",,,,,,,,,,,,
"Hendricks, J. 1966 Flicker thresholds as determined by a modified conditioned suppression procedure Flicker thresholds as determined by a modified conditioned suppression procedure Hendricks, J.",y,M,Aves,Common pigeon,Columbia livia,Columba_livia,"Columba livia J.F.Gmelin, 1789",volant,high,forage,Handbook_of_birds_of_the_world,320,amniote,Behavioural,Behavioural,Unknown,77,Unknown,NA,77,77,individual value for highest intensity tested of 41.86 ml (abstract value) ; intersubject variability minimal (inferior to 5 Hz),,,,,,,,,,,,
"Horodysky, Andrij Z.; Brill, Richard W.; Crawford, Kendyl C.; Seagroves, Elizabeth S.; Johnson, Andrea K. 2013 Comparative visual ecophysiology of mid-Atlantic temperate reef fishes Comparative visual ecophysiology of mid-Atlantic temperate reef fishes Horodysky, Andrij Z.; Brill, Richard W.; Crawford, Kendyl C.; Seagroves, Elizabeth S.; Johnson, Andrea K.",y,L,Actinopterygii,Black seabass,Centropristis striata,Centropristis_striata,"Centropristis striata Linnaeus, 1758",benthopelagic,high,ballistic,original,4300,original,ERG,Electrophysiology,mean,52,Unknown,NA,52,52,mean ; day-time experiment value ; FFFmax,,,,,,,,,,,,
"Horodysky, Andrij Z.; Brill, Richard W.; Crawford, Kendyl C.; Seagroves, Elizabeth S.; Johnson, Andrea K. 2013 Comparative visual ecophysiology of mid-Atlantic temperate reef fishes Comparative visual ecophysiology of mid-Atlantic temperate reef fishes Horodysky, Andrij Z.; Brill, Richard W.; Crawford, Kendyl C.; Seagroves, Elizabeth S.; Johnson, Andrea K.",y,L,Actinopterygii,Atlantic spadefish,Chaetodipterus faber,Chaetodipterus_faber,"Chaetodipterus faber Broussonet, 1782",demersal,high,forage,original,9000,original,ERG,Electrophysiology,mean,60,Unknown,NA,60,60,mean ; day-time experiment value ; FFFmax,,,,,,,,,,,,
"Horodysky, Andrij Z.; Brill, Richard W.; Crawford, Kendyl C.; Seagroves, Elizabeth S.; Johnson, Andrea K. 2013 Comparative visual ecophysiology of mid-Atlantic temperate reef fishes Comparative visual ecophysiology of mid-Atlantic temperate reef fishes Horodysky, Andrij Z.; Brill, Richard W.; Crawford, Kendyl C.; Seagroves, Elizabeth S.; Johnson, Andrea K.",y,L,Actinopterygii,Tautog,Tautoga onitis,Tautoga_onitis,"Tautoga onitis Linnaeus, 1758",demersal,high,forage,original,11300,original,ERG,Electrophysiology,mean,48,Unknown,NA,48,48,mean ; day-time experiment value ; FFFmax,,,,,,,,,,,,
"Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J. 2008 Comparative visual function in five sciaenid fishes inhabiting Chesapeake Bay Comparative visual function in five sciaenid fishes inhabiting Chesapeake Bay Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J.",y,L,Actinopterygii,Spotted seatrout,Cynoscion nebulosus,Cynoscion_nebulosus,"Cynoscion nebulosus Cuvier, 1830",demersal,high,ballistic,original,7900,original,ERG,Electrophysiology,mean,60,5.5,SE,60,65.5,mean value from the text (60 Hz in the graph) and SE from graph; day-time experiment value,,,,,,,,,,,,
"Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J. 2008 Comparative visual function in five sciaenid fishes inhabiting Chesapeake Bay Comparative visual function in five sciaenid fishes inhabiting Chesapeake Bay Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J.",y,L,Actinopterygii,Gray weakfish,Cynoscion regalis,Cynoscion_regalis,"Cynoscion regalis Bloch & Schneider, 1801",pelagic,low,ballistic,original,8900,original,ERG,Electrophysiology,mean,43,7.2,SE,43,50.2,"mean value from the text (42 Hz in graph) and SE from graph; night-time experiment value ; 40,8 Hz at day-time",,,,,,,,,,,,
"Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J. 2008 Comparative visual function in five sciaenid fishes inhabiting Chesapeake Bay Comparative visual function in five sciaenid fishes inhabiting Chesapeake Bay Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J.",y,L,Actinopterygii,Spot,Leiostomus xanthurus,Leiostomus_xanthurus,"Leiostomus xanthurus Lacepède, 1802",demersal,high,forage,original,450,original,ERG,Electrophysiology,mean,~55,5,SE,55,60,"diagram reading, mean ; day-time experiment value",,,,,,,,,,,,
"Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J. 2008 Comparative visual function in five sciaenid fishes inhabiting Chesapeake Bay Comparative visual function in five sciaenid fishes inhabiting Chesapeake Bay Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J.",y,L,Actinopterygii,Atlantic croaker,Micropogonias undulatus,Micropogonias_undulatus,"Micropogonias undulatus Linnaeus, 1766",demersal,high,forage,original,2600,original,ERG,Electrophysiology,mean,~59.4,4.2,SE,59,64,"diagram reading, mean ; day-time experiment value",,,,,,,,,,,,
"Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J. 2008 Comparative visual function in five sciaenid fishes inhabiting Chesapeake Bay Comparative visual function in five sciaenid fishes inhabiting Chesapeake Bay Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J.",y,L,Actinopterygii,Red drum,Sciaenops ocellatus,Sciaenops_ocellatus,"Sciaenops ocellatus Linnaeus, 1766",demersal,high,ballistic,original,45000,original,ERG,Electrophysiology,mean,~54.5,1.2,SE,55,56,"diagram reading, mean ; day-time experiment value",,,,,,,,,,,,
"Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J. 2010 Comparative visual function in four piscivorous fishes inhabiting Chesapeake Bay Comparative visual function in four piscivorous fishes inhabiting Chesapeake Bay Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J.",y,M,Actinopterygii,Striped bass,Morone saxatilis,Morone_saxatilis,"Morone saxatilis Walbaum, 1792",demersal,high,ballistic,original,57000,original,ERG,Electrophysiology,mean,~74.6,2.5,SE,75,77,"diagram reading, mean, SE ; day-time experiment value",,,,,,,,,,,,
"Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J. 2010 Comparative visual function in four piscivorous fishes inhabiting Chesapeake Bay Comparative visual function in four piscivorous fishes inhabiting Chesapeake Bay Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J.",y,M,Actinopterygii,Summer flounder,Paralichthys dentatus,Paralichthys_dentatus,"Paralichthys dentatus Linnaeus, 1766",demersal,high,ballistic,original,12000,original,ERG,Electrophysiology,mean,~52.2,2.9,SE,52,55,"diagram reading, mean, SE ; day-time experiment value, ""benthic""",,,,,,,,,,,,
"Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J. 2010 Comparative visual function in four piscivorous fishes inhabiting Chesapeake Bay Comparative visual function in four piscivorous fishes inhabiting Chesapeake Bay Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J.",y,M,Actinopterygii,Bluefish,Pomatomus saltatrix,Pomatomus_saltatrix,"Pomatomus saltatrix Linnaeus, 1766",pelagic,high,pursuit,original,14400,original,ERG,Electrophysiology,mean,~56.3,1.3,SE,56,58,"diagram reading, mean, SE ; day-time experiment value",,,,,,,,,,,,
"Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J. 2010 Comparative visual function in four piscivorous fishes inhabiting Chesapeake Bay Comparative visual function in four piscivorous fishes inhabiting Chesapeake Bay Horodysky, Andrij Z.; Brill, Richard W.; Warrant, Eric J.; Musick, John A.; Latour, Robert J.",y,M,Actinopterygii,Cobia,Rachycentron canadum,Rachycentron_canadum,"Rachycentron canadum Linnaeus, 1766",demersal,high,pursuit,original,68000,original,ERG,Electrophysiology,mean,~65.5,3.7,SE,66,69,"diagram reading, mean, SE ; day-time experiment value, ""shallow"" foraging",,,,,,,,,,,,
"Ioshimoto, Gabriela Lourencon; Camargo, Amanda Alves; Passos Liber, Andre Mauricio; Nagy, Balazs Vince; Damico, Francisco Max; Ventura, Dora Fix 2018 Comparison between albino and pigmented rabbit ERGs Comparison between albino and pigmented rabbit ERGs Ioshimoto, Gabriela Lourencon; Camargo, Amanda Alves; Passos Liber, Andre Mauricio; Nagy, Balazs Vince; Damico, Francisco Max; Ventura, Dora Fix",y,H,Mammalia,English butterfly rabbit,Oryctolagus cuniculus,Oryctolagus_cuniculus,"Oryctolagus cuniculus Linnaeus, 1758",terrestrial,high,forage,Handbook_Mammals_of_the_world,1900,amniote,ERG,Electrophysiology,minimum,>30,Unknown,NA,30,30,still phasic responses to flicker at 30 Hz ; only one luminance,,,,,,,,,,,,
"Jarvis, JR; Taylor, NR; Prescott, NB; Meeks, I; Wathes, CM 2002 Measuring and modelling the photopic flicker sensitivity of the chicken (Gallus g. domesticus) Measuring and modelling the photopic flicker sensitivity of the chicken (Gallus g. domesticus) Jarvis, JR; Taylor, NR; Prescott, NB; Meeks, I; Wathes, CM",y,M,Aves,Chicken,Gallus gallus domesticus,Gallus_gallus,"Gallus gallus Linnaeus, 1758",terrestrial,high,forage,Handbook_birds_of_the_world,912.5,amniote,Behavioural,Behavioural,Unknown,71.5,Unknown,NA,71.5,71.5,"CFF for maximum light intensity ; mean ? ; in abstract, no values in results and discussion",,,,,,,,,,,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,M,Reptilia,Anole lizards,Anolis auratus,Anolis_auratus,"Anolis auratus Daudin, 1802",arboreal,high,ballistic,Handbook_of_lizards_of_the_world,1.9,amniote,Optomotor,Behavioural,range,39.4-43.5,Unknown,NA,41.45,43.5,range of mean values for unique light intensity; total mean: 42.0 Hz,,,,,,,,,,,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,M,Reptilia,Anole lizards,Anolis carolinensis,Anolis_carolinensis,"Anolis carolinensis Voigt, 1832",arboreal,high,ballistic,Handbook_of_lizards_of_the_world,2.455,amniote,Optomotor,Behavioural,range,33.0-36.1,Unknown,NA,34.55,36.1,range of mean values for unique light intensity; total mean: 34.5 Hz,,,,,,,,,,,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,M,Reptilia,Anole lizards,Anolis grahami,Anolis_grahami,"Anolis grahami Gray, 1845",arboreal,high,ballistic,Handbook_of_lizards_of_the_world,6.1,amniote,Optomotor,Behavioural,range,33.4-35.9,Unknown,NA,34.65,35.9,range of mean values for unique light intensity; total mean: 34.6 Hz,,,,,,,,,,,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,M,Reptilia,Anole lizards,Anolis limifrons,Anolis_limifrons,"Anolis limifrons Cope, 1862",arboreal,low,ballistic,Handbook_of_lizards_of_the_world,1.685,amniote,Optomotor,Behavioural,range,27.9-29.1,Unknown,NA,28.5,29.1,range of mean values for unique light intensity; total mean: 28.4 Hz,,,,,,,,,,,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,M,Reptilia,Anole lizards,Anolis sagrei,Anolis_sagrei,"Anolis sagrei Duméril & Bibron, 1837",arboreal,high,ballistic,Handbook_of_lizards_of_the_world,4.05,amniote,Optomotor,Behavioural,range,33.8-35,Unknown,NA,34.9,35,range of mean values for unique light intensity; total mean: 34.4 Hz,,,,,,,,,,,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,E,Reptilia,Anole lizards,Anolis lineatopus neckeri,Anolis_lineatopus,"Anolis lineatopus subsp. neckeri Grant, 1940",arboreal,low,ballistic,Handbook_of_lizards_of_the_world,3.1,amniote,Optomotor,Behavioural,NA,26.1,NA,NA,NA,26.1,individual highest value for unique intensity,,,,,,,,,,,,
"Jenssen, T.; Swenson, B. 1974 An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards An ecological correlate of critical flicker-fusion frequencies for some Anolis lizards Jenssen, T.; Swenson, B.",y,E,Reptilia,Anole lizards,Anolis valencienni,Anolis_valencienni,"Anolis valencienni Duméril & Bibron, 1837",arboreal,high,ballistic,Handbook_of_lizards_of_the_world,5.415,amniote,Optomotor,Behavioural,NA,33.4,NA,NA,NA,33.4,individual highest value for unique intensity,,,,,,,,,,,,
"Kalinoski, Mieka; Hirons, Amy; Horodysky, Andrij; Brill, Richard 2014 Spectral sensitivity, luminous sensitivity, and temporal resolution of the visual systems in three sympatric temperate coastal shark species Spectral sensitivity, luminous sensitivity, and temporal resolution of the visual systems in three sympatric temperate coastal shark species Kalinoski, Mieka; Hirons, Amy; Horodysky, Andrij; Brill, Richard",y,L,Elasmobranchii,Sandbar shark,Carcharhinus plumbeus,Carcharhinus_plumbeus,"Carcharhinus plumbeus Nardo, 1827",benthopelagic,low,ballistic,from cff paper,4700,from cff paper,ERG,Electrophysiology,mean,21,1,SE,21,22,"mean, maximum luminance, ""bottom dweller""",,,,,,,,,,,,
"Kalinoski, Mieka; Hirons, Amy; Horodysky, Andrij; Brill, Richard 2014 Spectral sensitivity, luminous sensitivity, and temporal resolution of the visual systems in three sympatric temperate coastal shark species Spectral sensitivity, luminous sensitivity, and temporal resolution of the visual systems in three sympatric temperate coastal shark species Kalinoski, Mieka; Hirons, Amy; Horodysky, Andrij; Brill, Richard",y,L,Elasmobranchii,Smooth dogfish,Mustelus canis,Mustelus_canis,"Mustelus canis Mitchill, 1815",demersal,low,forage,from cff paper,1570,from cff paper,ERG,Electrophysiology,mean,13,0.9,SE,13,13.9,"mean, maximum luminance; ""crepuscular and nocturnal""",,,,,,,,,,,,
"Kalinoski, Mieka; Hirons, Amy; Horodysky, Andrij; Brill, Richard 2014 Spectral sensitivity, luminous sensitivity, and temporal resolution of the visual systems in three sympatric temperate coastal shark species Spectral sensitivity, luminous sensitivity, and temporal resolution of the visual systems in three sympatric temperate coastal shark species Kalinoski, Mieka; Hirons, Amy; Horodysky, Andrij; Brill, Richard",y,L,Elasmobranchii,Spiny dogfish,Squalus acanthias,Squalus_acanthias,"Squalus acanthias Linnaeus, 1758",demersal,low,forage,from cff paper,2000,from cff paper,ERG,Electrophysiology,mean,20,0.9,SE,20,20.9,"mean, maximum luminance; ""bottom dweller""",,,,,,,,,,,,
"KARAMURSEL, S; BULLOCK, TH 1994 DYNAMICS OF EVENT-RELATED POTENTIALS TO TRAINS OF LIGHT AND DARK FLASHES - RESPONSES TO MISSING AND EXTRA STIMULI IN ELASMOBRANCH FISH DYNAMICS OF EVENT-RELATED POTENTIALS TO TRAINS OF LIGHT AND DARK FLASHES - RESPONSES TO MISSING AND EXTRA STIMULI IN ELASMOBRANCH FISH KARAMURSEL, S; BULLOCK, TH",y,H,Elasmobranchii,Thornack ray,Platyrhinoidis triseriata,Platyrhinoidis_triseriata,"Platyrhinoidis triseriata Jordan & Gilbert, 1880",demersal,low,forage,original,2676,original,EEG,Electrophysiology,minimum,>20,Unknown,NA,20,20,diagram reading (Fig. 6.); still esrponses at that frequency,,,,,,,,,,,,
"Landgren, Eva; Fritsches, Kerstin; Brill, Richard; Warrant, Eric 2014 The visual ecology of a deep-sea fish, the escolar Lepidocybium flavobrunneum (Smith, 1843)(+) The visual ecology of a deep-sea fish, the escolar Lepidocybium flavobrunneum (Smith, 1843)(+) Landgren, Eva; Fritsches, Kerstin; Brill, Richard; Warrant, Eric",y,M,Actinopterygii,Escolar,Lepidocybium flavobrunneum,Lepidocybium_flavobrunneum,"Lepidocybium flavobrunneum Smith, 1843",pelagic,low,ballistic,original,4500,original,ERG,Electrophysiology,mean,8.8,3.3,SD,8.8,12.1,"mean ; highest recorded 12,8 Hz at 23°C ; minimum at deeper levels 2 Hz",,,,,,,,,,,,
"LANKHEET, MJM; VANWEZEL, RJA; VANDEGRIND, WA 1991 LIGHT ADAPTATION AND FREQUENCY TRANSFER PROPERTIES OF CAT HORIZONTAL CELLS LIGHT ADAPTATION AND FREQUENCY TRANSFER PROPERTIES OF CAT HORIZONTAL CELLS LANKHEET, MJM; VANWEZEL, RJA; VANDEGRIND, WA",y,H,Mammalia,House cat,Felis catus,Felis_silvestris,"Felis catus Linnaeus, 1758",terrestrial,low,pursuit,Handbook_Mammals_of_the_world,4573.08,amniote,ERG,Electrophysiology,range,50-90,Unknown,NA,70,110,range for Horizontal cells; rarely 90-110 Hz CFF recorded for wide bandwidth units,,,,,,,,,,,,
"Lansing, Marihan; Sauve, Yves; Dimopoulos, Ioannis; Field, Catherine J.; Suh, Miyoung; Wizzard, Pamela; Goruk, Susan; Lim, David; Muto, Mitsuru; Wales, Paul; Turner, Justine 2018 Parenteral Lipid Dose Restriction With Soy Oil, Not Fish Oil, Preserves Retinal Function in Neonatal Piglets Parenteral Lipid Dose Restriction With Soy Oil, Not Fish Oil, Preserves Retinal Function in Neonatal Piglets Lansing, Marihan; Sauve, Yves; Dimopoulos, Ioannis; Field, Catherine J.; Suh, Miyoung; Wizzard, Pamela; Goruk, Susan; Lim, David; Muto, Mitsuru; Wales, Paul; Turner, Justine",y,M,Mammalia,Landrace-Large white cross piglets,NA,Sus_scrofa,"Sus scrofa Linnaeus, 1758",terrestrial,high,forage,Handbook_Mammals_of_the_world,135000,amniote,ERG,Electrophysiology,minimum,>60,Unknown,NA,60,60,maximum tested value 60 Hz,,,,,,,,,,,,
"LEHRER, M; WUNDERLI, M; SRINIVASAN, MV 1993 PERCEPTION OF HETEROCHROMATIC FLICKER BY HONEYBEES - A BEHAVIORAL-STUDY PERCEPTION OF HETEROCHROMATIC FLICKER BY HONEYBEES - A BEHAVIORAL-STUDY LEHRER, M; WUNDERLI, M; SRINIVASAN, MV",n,H,Insecta,European hohey bee,Apis mellifera,Apis_mellifera_mellifera,"Apis mellifera Linnaeus, 1758",volant,high,forage,original,0.0268,original,Behavioural,Behavioural,minimum,>30,Unknown,NA,30,30,still preference for flicker over steady at 30 Hz for blue UV light source ; >20 Hz for green blue ; > 10 Hz for green-UV,,,,,based on colour flicker not light flicker,,,,,,,
"Lisney, Thomas J.; Ekesten, Bjorn; Tauson, Ragnar; Hastad, Olle; Odeen, Anders 2012 Using electroretinograms to assess flicker fusion frequency in domestic hens Gallus gallus domesticus Using electroretinograms to assess flicker fusion frequency in domestic hens Gallus gallus domesticus Lisney, Thomas J.; Ekesten, Bjorn; Tauson, Ragnar; Hastad, Olle; Odeen, Anders",y,L,Aves,Chicken,Gallus gallus domesticus (2 genotypes),Gallus_gallus,"Gallus gallus Linnaeus, 1758",terrestrial,high,forage,Handbook_birds_of_the_world,912.5,amniote,Behavioural,Behavioural,range,102-106,Unknown,NA,104,119,average range ; maximum recorded value for 2740 cd.m-2 of 118-119 Hz for three individual hens,,,,,,,,,,,,
"Lisney, Thomas J.; Rubene, Diana; Rozsa, Jani; Lovlie, Hanne; Hastad, Olle; Odeen, Anders 2011 Behavioural assessment of flicker fusion frequency in chicken Gallus gallus domesticus Behavioural assessment of flicker fusion frequency in chicken Gallus gallus domesticus Lisney, Thomas J.; Rubene, Diana; Rozsa, Jani; Lovlie, Hanne; Hastad, Olle; Odeen, Anders",y,L,Aves,Chicken,Gallus gallus domesticus (old game breed),Gallus_gallus,"Gallus gallus Linnaeus, 1758",terrestrial,high,forage,Handbook_birds_of_the_world,912.5,amniote,ERG,Electrophysiology,mean,87,8.98,SD,87,96,mean ; for a maximum light intensity of 1375 cd m2 ; maximum individual value of 100 Hz ; ,,,,,,,,,,,,
"Loop, M. S.; Berkeley, M. A.  1975 Temporal modulation sensitivity of the cat — I: Behavioral measures Temporal modulation sensitivity of the cat — I: Behavioral measures Loop, M. S.; Berkeley, M. A. ",y,M,Mammalia,House cat,Felis catus,Felis_silvestris,"Felis catus Linnaeus, 1758",terrestrial,low,pursuit,Handbook_Mammals_of_the_world,4573.08,amniote,Behavioural,Behavioural,range,40-55,Unknown,NA,47.5,55,range of measurements for CFF and TSMF (Temporal modulation sensitivity function) (NB: but concomitent measurement for Humans at CFF of 25 Hz so highest intensity ?),,,,,,,,,,,,
"Malone, JC; Armento, MEA; Nemeth, RM; Billington, EJ; Carpenter, CN; Andrews, KB 2004 Adaptation level effects in discrimination of flicker frequency Adaptation level effects in discrimination of flicker frequency Malone, JC; Armento, MEA; Nemeth, RM; Billington, EJ; Carpenter, CN; Andrews, KB",n,M,Aves,Common pigeon,Columba livia,Columba_livia,"Columba livia J.F.Gmelin, 1789",volant,high,forage,Handbook_of_birds_of_the_world,320,amniote,Behavioural,Behavioural,minimum,28,Unknown,NA,28,28,"for some individuals, not a mean ; higher response rates (peak response) ; not CFF nor FFF",,,Remove this as 37Hz was the highest measured,,,,,,,,,
"Matsuda, Keishi; Wilder, Marcy N. 2014 Eye structure and function in the giant freshwater prawn Macrobrachium rosenbergii Eye structure and function in the giant freshwater prawn Macrobrachium rosenbergii Matsuda, Keishi; Wilder, Marcy N.",y,M,Malacostraca,NA,Macrobrachium rosenbergii,Macrobrachium_rosenbergii-Australia,"Macrobrachium sp. Spence Bate, 1868",demersal,high,ballistic,"Nandlal and Pickering, 2005",200,"Nandlal and Pickering, 2005",ERG,Electrophysiology,mean,44.3,1.5,SD,44.3,45.8,"mean maximum value (CFF) at light intensity of 165,8 lux",,,,,,,,,,,,
"McComb, D. Michelle; Frank, Tamara M.; Hueter, Robert E.; Kajiura, Stephen M. 2010 Temporal Resolution and Spectral Sensitivity of the Visual System of Three Coastal Shark Species from Different Light Environments Temporal Resolution and Spectral Sensitivity of the Visual System of Three Coastal Shark Species from Different Light Environments McComb, D. Michelle; Frank, Tamara M.; Hueter, Robert E.; Kajiura, Stephen M.",y,M,Elasmobranchii,Blacknose shark,Carcharhinus acronotus,Carcharhinus_acronotus,"Carcharhinus acronotus Poey, 1860",pelagic,low,ballistic,original,14491,original,ERG,Electrophysiology,mean,18,0.85,SE,18,18.9,"mean; photopic for CFF (max irradiance); and scotopic 16 ± 1,0 Hz",,,,,,,,,,,,
